,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
180,2.222660255432129,0.4493811168233652,0.10821218490600586,0.0011347456107879332,0.01,"(100, 25, 100)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 15}",0.6467065868263473,0.750809061488673,0.7157190635451509,0.736156351791531,0.7159186620141983,0.713061128695089,0.03571627583197611,13,0.733540631197506,0.7928600643936538,0.7782137749243988,0.8181637710479689,0.7309557774607709,0.7707468038048596,0.03394332273571991
181,2.157279109954834,0.2936864072831714,0.10909500122070312,0.0016727912691383631,0.01,"(100, 25, 100)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 20}",0.6467065868263474,0.7784810126582276,0.7160220994475142,0.6990950226244346,0.683895367160416,0.7048460036395249,0.04336190366218594,30,0.7720336144209621,0.8085337141051079,0.7821592426970132,0.7575343149963186,0.7334289813486375,0.7707379735136078,0.025007757102897404
182,2.158282995223999,0.28603368577518046,0.11090993881225586,0.003030385339591186,0.01,"(100, 25, 100)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 25}",0.6088019559902201,0.774813233724653,0.7058823529411767,0.7130044843049331,0.7080904593073335,0.7021167904911444,0.05322562046625566,40,0.7596273314645378,0.7997135769396918,0.8527054679318977,0.8022867574643815,0.7543616726668522,0.7937389612934722,0.03549643335832302
183,2.071932554244995,0.618824408279322,0.1170616626739502,0.007459345182663345,0.01,"(100, 25, 100)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 30}",0.6191646191646192,0.7669172932330827,0.6408450704225355,0.6917808219178085,0.7434154630416315,0.6924100805895206,0.056882375878867394,86,0.8185005014575002,0.8019896048734068,0.7038170516010124,0.7471361366191726,0.8706673564407656,0.7884221301983715,0.05781974509907368
184,1.8267191886901855,0.20009996328721052,0.10976262092590332,0.0016781383526296774,0.01,"(100, 25, 100)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 35}",0.6674311926605508,0.7359116022099451,0.6871310507674145,0.7141268075639603,0.7253744183318348,0.7059894757517182,0.025219353594430956,26,0.7664215413272724,0.7767821142626673,0.7953324876336856,0.8051295933340307,0.8170144462279296,0.7921360365571172,0.018411753201139
185,1.8130482196807862,0.4334791786788886,0.11214542388916016,0.0032453103340036225,0.01,"(100, 25, 100)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 40}",0.6536697247706424,0.7826086956521738,0.6443914081145585,0.7168141592920357,0.7122277516974596,0.7019394083787116,0.04995956617618143,41,0.7483796615980923,0.8815784743201546,0.7078518161307482,0.8014383964781783,0.7748344370860932,0.7828165571226534,0.05825807342358666
186,1.744724655151367,0.3024280072211148,0.10876593589782715,0.0015855601772635695,0.01,"(100, 25, 100)",45,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 45}",0.6825938566552904,0.7118644067796612,0.6713286713286717,0.7019122609673794,0.7179129742108934,0.6971164921363578,0.017599643992405507,63,0.8339841729448456,0.6787350054525566,0.7537816571099831,0.7845763428732483,0.8108108108108111,0.772377597838289,0.05391852271060489
187,1.4831272602081298,0.30345069875941777,0.11103143692016601,0.0020236251793178182,0.01,"(100, 25, 100)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 50}",0.6627906976744189,0.7795527156549521,0.6941580756013749,0.6494117647058825,0.49435028248587565,0.6560989211212538,0.09264593385333507,249,0.811324092089699,0.806132191026534,0.7369444092311156,0.734295991617641,0.47491166077738506,0.7127216689484748,0.12333187423856329
188,2.0455284118652344,0.7057970548974153,0.10935606956481933,0.0022655070968332597,0.01,"(100, 25, 100)",55,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 55}",0.6450867052023125,0.7565789473684212,0.7030716723549492,0.6862967157417896,0.7374973419165268,0.7056971907593264,0.039135275190047086,27,0.9119488376858296,0.7751373006319522,0.7806137673827971,0.7664242541926917,0.7450440528634371,0.7958336425513416,0.05930803698387962
189,1.660741138458252,0.269218700561519,0.1198349952697754,0.01240468486024462,0.01,"(100, 25, 100)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 60}",0.612393681652491,0.7323628219484886,0.6973532796317609,0.710963455149502,0.6618759455370652,0.6829958710482934,0.04209045220434111,127,0.8061672973417562,0.7082748076421024,0.7918021317749632,0.8031728223933315,0.6627288836385121,0.7544291885581331,0.05829010795108866
190,0.8831296443939209,0.1467219828010023,0.1089928150177002,0.003464568590725523,0.001,"(50, 50)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.0,0.033457249070631974,0.0,0.39385474860335185,0.0,0.08548682434175155,0.15475504377058596,377,0.0,0.03361364714073887,0.0,0.42186606134953986,0.0,0.09109594169805575,0.16589665338601498
